what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966328181
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966335908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1507966468551
started,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1507966478860
started,bundle,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui",1507966478914
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1507966479368
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1507966479388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966498710
opened,view,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui.TypeHierarchy",1507966501674
activated,view,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui.TypeHierarchy",1507966501700
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1507966503107
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1507966526394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966528291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966531208
executed,command,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.command.openTask",1507966531245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966532332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966532589
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966534675
executed,command,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.navigate.open.type",1507966534711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507966539034
