what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1507992507071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992524267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992560323
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992564275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992565941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992567617
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992657025
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992661865
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992664922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992724080
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992725215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992733484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992737944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992811317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992862783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992890851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992928749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992946766
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507992976432
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1507992977563
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507992995701
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993001935
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1507993006183
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993064500
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993098683
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507993100940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507993143190
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1507993162769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1507993167322
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507993174127
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1507993177945
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1507993179012
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993194881
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993220638
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993228403
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993230648
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993232546
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993256282
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993278500
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1507993282221
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993290768
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1507993292850
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1507993294517
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1507993297642
